iter	Logloss
297	0.006106368978
298	0.006079323524
299	0.006058744492
300	0.006038456768
301	0.00601188412
302	0.0059916854
303	0.005965420207
304	0.005945518529
305	0.005925209049
306	0.005899250767
307	0.005880017029
308	0.005854642189
309	0.00583492483
310	0.005810007893
311	0.005790922536
312	0.0057644012
313	0.005745345873
314	0.005726813735
315	0.005707757548
316	0.005683991736
317	0.005665883088
318	0.005641920387
319	0.005623482722
320	0.00560005876
321	0.005582155906
322	0.005557341139
323	0.005539816284
324	0.005522357082
325	0.005504867745
326	0.005482653213
327	0.005465699564
328	0.005443663741
329	0.005426718647
330	0.005405086698
331	0.005388651854
332	0.005365394084
333	0.00534908888
334	0.005332803066
335	0.005316891323
336	0.005295707304
337	0.005279759202
338	0.00525952074
339	0.005243856094
340	0.005223156362
341	0.005207524481
342	0.005185529943
343	0.005170467374
344	0.005155125522
345	0.005139976193
346	0.005120906736
347	0.005102177972
348	0.005083340588
349	0.005068537387
350	0.005050310459
351	0.005030250127
352	0.00501593067
353	0.004998024013
354	0.004979386917
355	0.00496491936
356	0.004947612483
357	0.004928120044
358	0.004914159337
359	0.004897472506
360	0.004878018651
361	0.004864653675
362	0.004848087368
363	0.004834300461
364	0.004817895052
365	0.004800810167
366	0.004787366671
367	0.004770446417
368	0.0047529727
369	0.004740283237
370	0.004727341665
371	0.004710073495
372	0.004697257163
373	0.004681236799
374	0.004668803181
375	0.004651900669
376	0.004639926585
377	0.004623539828
378	0.00461151338
379	0.004595118051
380	0.004583336157
381	0.004567638482
382	0.004555768829
383	0.004539834682
384	0.004527962943
385	0.004512807426
386	0.004501109364
387	0.004485357537
388	0.004473799949
389	0.00445907185
390	0.004447841001
391	0.004432408901
392	0.004421203787
393	0.004406619229
394	0.004395497843
395	0.004381003656
396	0.004369921276
397	0.004355767432
398	0.004344737749
399	0.00433030897
